id,currency,date,open,high,low,close,active
522,TOP,1979-07-21,21883,10982,10903,21072,False
523,GNF,2022-11-15,20369,3280,875,2535,False
524,DKK,2010-09-12,9883,1492,2796,5940,True
525,MDL,1994-08-03,19606,22698,4175,6063,True
526,DJF,2017-04-29,630,8288,14435,9850,False
527,HKD,1976-08-15,11608,3567,8731,20002,False
528,BBD,1973-09-17,6695,11819,1470,11251,False
529,YER,1978-09-28,6926,6777,8012,9663,True
530,TVD,1971-12-23,22056,11391,2141,479,True
531,USD,1982-12-07,18956,19618,4206,21211,True
532,TOP,2014-10-27,23562,23552,23867,18092,True
533,BWP,2004-12-02,17509,14352,11990,6309,True
534,ZMW,1985-07-20,14409,795,22518,10624,True
535,NPR,1981-11-20,1366,15888,22300,9024,False
536,UGX,1974-10-04,10811,20653,14195,7986,True
537,MAD,1989-07-04,10025,4409,23169,17775,False
538,UAH,2017-10-17,7708,13587,18764,23395,True
539,MGA,1994-04-28,463,22199,20154,11973,False
540,TRY,1970-07-10,10545,18201,14715,10665,False
541,TTD,2021-10-23,20299,8326,4232,14120,False
542,KPW,2001-03-15,9363,8882,2910,19431,True
543,KES,2000-07-24,14802,1744,13604,15840,True
544,UYU,1980-05-15,18982,14766,13764,16509,True
545,CUP,2017-06-27,22350,13103,10212,1602,False
546,HRK,1971-04-23,14263,4165,11070,6143,True
547,UAH,1974-08-06,23914,13091,13995,21496,True
548,XOF,1979-02-18,7007,23277,5801,6680,False
549,GTQ,1973-04-15,899,1208,6148,19984,True
550,NIO,1974-10-10,2286,3914,3365,16678,True
551,CDF,1984-10-13,19651,3636,11422,1124,False
552,BWP,1981-01-25,21,18165,15782,437,False
553,EUR,2005-05-19,18484,11588,4724,10638,False
554,ISK,2010-03-25,4284,14192,12755,20262,True
555,CAD,2007-09-12,10669,5834,22296,5432,True
556,XAF,2007-06-06,20730,9600,8784,22461,True
557,OMR,1993-01-07,1058,22192,9704,22484,True
558,TTD,1978-04-16,9889,14124,20522,13913,True
559,CNY,1970-12-09,5617,8656,18862,361,False
560,DZD,2008-07-29,13928,15998,16939,17342,False
561,RWF,2007-01-19,21977,13232,23062,12792,True
562,QAR,1995-07-30,16692,13187,17070,16698,False
563,KMF,1980-05-20,21834,1068,3387,22021,True
564,CUP,1982-10-07,11282,7599,10460,2975,True
565,HUF,1974-03-05,23252,4791,41,6709,True
566,BHD,1971-10-09,8608,16854,8199,23810,False
567,MMK,2023-02-01,12866,12743,8445,11593,False
568,TND,1984-06-23,10117,8002,4643,10241,False
569,RON,2004-07-09,17593,7057,8380,6845,True
570,SRD,1989-03-19,13640,21672,3280,18225,True
571,DKK,2015-12-28,22856,12949,22411,8115,True
572,RWF,1987-04-30,18814,18431,1745,16292,True
573,NIS,1988-03-03,22554,3741,191,14442,False
574,KZT,2008-10-12,10689,2126,20870,22324,True
575,BZD,1997-12-17,1656,233,17763,13306,True
576,LKR,2003-07-30,5010,20580,19407,15670,True
577,TND,1976-11-17,19068,11059,12831,16038,False
578,RON,2014-03-11,136,11348,2912,4356,True
579,KHR,2010-09-27,10617,14747,20028,9365,False
580,XAF,1974-01-19,6183,17362,6899,14076,False
581,MKD,1981-10-18,11614,23729,15097,22258,True
582,MVR,1972-02-20,7140,7182,5883,8530,False
583,UYU,2000-08-02,21341,16778,19314,22932,True
584,BZD,1992-03-11,23069,6309,21281,16586,True
585,SGD,1997-05-16,13373,8562,5504,6123,True
586,MGA,2023-01-08,19919,1853,12708,22887,False
587,LBP,2006-10-19,15456,4526,12849,4595,False
588,GNF,2008-09-16,14672,782,19534,19909,True
589,ZMW,1993-07-03,6407,2720,23140,4282,True
590,NZD,1993-03-30,1981,1868,21787,6924,False
591,UZS,1986-10-07,9681,16926,9568,6305,True
592,LTL,1973-12-26,3918,5523,22217,15142,True
593,GIP,2013-09-14,11596,5791,8658,20566,True
594,JOD,2000-08-19,17750,19232,14719,19184,True
595,TND,1979-08-24,6716,3713,6303,19082,False
596,NIS,2018-07-05,18544,18712,5795,6457,True
597,NIS,2014-04-30,11754,10978,18729,12021,True
598,DOP,2000-03-09,23709,1912,6904,14409,True
599,AUD,1974-01-20,21366,17693,2378,14458,False
600,GYD,1982-11-29,13066,18926,15828,22541,True
601,BIF,2018-10-18,17098,19715,12418,5994,True
602,KES,1995-11-18,23115,9246,23690,14842,False
603,GMD,2018-09-06,11891,13639,13325,21121,False
604,MNT,2000-02-18,22219,22990,11789,21246,False
605,BND,1999-01-28,11737,14057,21190,6261,True
606,LBP,1971-02-02,9341,15054,12651,8051,True
607,BGN,1979-12-13,771,5528,23808,11207,False
608,TZS,2016-06-18,14521,22068,13180,8700,True
609,PEN,2011-01-13,8382,19291,16323,5352,True
610,BIF,2016-02-06,1876,16337,758,21031,False
611,LAK,1997-10-10,17152,18112,20845,1040,True
612,KHR,1978-10-21,21343,4649,17149,23960,True
613,ILS,1992-03-17,8136,12041,8788,17500,False
614,KRW,1993-06-01,1335,12164,9473,21320,False
615,KGS,2020-02-14,17116,15045,14988,4013,False
616,CRC,2012-12-04,104,13760,20154,3091,True
617,MMK,1970-09-15,20327,11842,18434,7568,False
618,WST,1993-08-08,20341,23694,13511,17093,False
619,JMD,2005-11-21,8137,17310,151,18360,False
620,SGD,1981-11-09,14729,2681,21391,17962,False
621,FJD,2021-05-10,22699,12221,8558,23973,False
622,RSD,1976-02-01,11489,3754,810,7609,False
623,DZD,2009-06-17,23813,18215,18084,21540,True
624,UGX,1977-07-22,1566,3242,11116,23525,True
625,PYG,1977-06-30,13694,8022,15731,13274,True
626,PEN,2017-02-21,16021,2650,22507,5663,True
627,TND,1970-03-08,2998,18070,1530,14467,False
628,HNL,1980-06-10,12968,16959,14864,916,True
629,ILS,1977-04-30,10739,16636,7294,12855,False
630,SHP,1984-05-24,12190,19926,19346,16335,True
631,CHF,2012-04-07,20190,21673,9127,9231,False
632,BDT,2007-11-14,8539,11525,8926,8053,False
633,MVR,1988-01-28,3816,23869,12235,4386,True
634,MMK,1989-01-16,6003,7973,7647,5828,True
635,GBP,2017-09-02,17781,7025,14753,17136,True
636,TMT,1987-11-05,18871,3657,13282,5451,True
637,GIP,1988-10-07,3202,11379,10756,7488,False
638,LSL,1974-02-24,18054,11036,23546,13572,True
639,SAR,2012-07-30,20387,9981,16308,8002,True
640,BYR,2019-06-02,9385,22311,12392,17699,False
641,QAR,1985-02-05,20153,11511,211,9261,True
642,AWG,2006-05-01,10757,15228,20988,3554,True
643,AUD,1987-06-12,2471,15056,7995,11246,False
644,KMF,2020-11-23,16109,23389,18816,18662,True
645,TZS,2017-08-20,16827,11089,17614,3876,True
646,FJD,2001-06-25,3472,21845,2439,18076,True
647,NIS,1977-06-02,2574,9617,10346,21667,True
648,BWP,2000-11-06,17581,1478,4907,23433,False
649,LSL,2011-02-21,20367,6503,283,5169,False
650,ZWD,1991-06-20,14434,11181,17886,14395,True
651,BMD,1986-09-18,20246,4324,2021,6040,True
652,NIO,2010-08-20,1613,5047,19550,4412,True
653,ZWD,2013-10-16,19307,7046,22774,11844,True
654,MVR,1980-02-08,22213,22777,16069,20500,False
655,UGX,1980-08-16,14323,7822,8223,1684,True
656,LRD,1984-10-02,5965,873,35,16931,False
657,CHF,1989-08-06,10815,12572,22545,9174,True
658,CAD,1994-07-09,23333,15995,19305,10774,True
659,AUD,1999-10-19,3516,23043,21240,8669,True
660,TTD,1977-04-20,9656,15923,12057,2940,True
661,CRC,1986-01-05,7840,16657,12346,18246,True
662,KWD,1979-12-02,4515,17917,19456,7619,False
663,VND,1971-02-08,3831,1283,1967,20964,True
664,SBD,2004-03-03,16297,21461,7879,10480,True
665,IRR,2009-12-10,13343,5351,18486,14895,False
666,RON,1992-02-08,22532,168,15993,1743,False
667,SEK,1998-12-18,23262,5452,12146,22356,True
668,AED,2012-04-28,14104,585,18601,12098,True
669,AFN,1982-05-16,7545,21970,2396,6584,False
670,GMD,1975-12-13,4894,6122,16400,14615,True
671,VUV,1994-02-03,2057,11259,19396,18764,False
672,MAD,1982-05-17,14733,12072,20479,1454,True
673,MXN,2000-01-14,22762,6752,1312,7811,False
674,LSL,1974-05-13,6550,3197,12007,11543,True
675,ZWD,2016-05-09,9781,23395,22375,5522,True
676,TTD,2004-02-20,651,5925,22406,15102,False
677,AMD,2019-01-30,12795,12388,13019,22134,True
678,BSD,1979-05-14,5365,793,7907,13142,False
679,CLP,1982-09-11,19502,15379,2956,3665,True
680,JMD,2007-10-15,443,2539,5917,2113,False
681,AZN,1975-05-27,22134,3310,267,9591,False
682,TMT,1982-04-15,20985,12808,19095,22256,True
683,GMD,2002-08-22,728,21676,4008,17983,False
684,BWP,2020-08-29,15331,13315,20643,11694,True
685,SDG,1988-03-03,13195,12747,19209,20990,True
686,BYR,1997-05-09,4862,5114,23094,5058,True
687,SHP,2009-12-29,20947,2356,20126,8204,False
688,LAK,1976-09-12,86,23954,18889,5236,True
689,PLN,2015-09-06,15014,1047,923,22957,True
690,BYR,2005-02-13,11588,19280,2254,6875,False
691,GMD,1984-05-07,9006,17631,9298,4165,False
692,JMD,1986-03-08,22283,5185,7950,3085,True
693,SBD,2014-08-22,20107,8499,11075,17914,False
694,MXN,1995-06-15,15303,8384,20318,19620,True
695,MOP,2023-04-05,16683,1978,10927,7240,True
696,CUC,1972-10-11,8860,6298,8854,17608,True
697,USD,1994-02-13,12960,782,22702,21616,True
698,MOP,1991-04-21,2265,16164,9970,17396,True
699,AUD,1991-06-09,2576,9108,21962,11265,False
700,SAR,1996-07-11,7875,21984,125,2231,False
701,KRW,1984-07-10,21203,9558,22989,3397,False
702,SPL,1980-03-21,22264,15053,9394,5863,True
703,CNY,2003-09-04,7683,20577,17323,5512,True
704,AED,2010-11-29,1580,16022,7821,8805,True
705,BIF,1976-05-19,15047,11396,23627,2223,False
706,HRK,1991-01-19,8417,18346,7870,3356,True
707,LYD,2010-12-01,4319,13100,11155,4389,False
708,JPY,1976-02-28,18279,19700,13226,13231,False
709,TOP,2005-10-26,12483,20139,12923,10714,False
710,TRY,2005-01-05,4236,14770,2664,19831,True
711,PYG,1994-11-29,3489,23535,1888,13209,False
712,LRD,1988-03-15,12069,20456,7101,12856,True
713,GEL,1979-12-22,23260,5333,10808,15856,False
714,LAK,2006-11-09,19891,21812,18572,14316,True
715,TRY,2012-07-01,19675,7644,15561,18205,True
716,DKK,1977-01-14,10623,3941,18344,20511,False
717,ILS,1991-03-17,20515,15475,6687,8208,True
718,PKR,2012-01-21,23665,2941,14386,2256,True
719,DZD,2015-10-25,13091,12729,2231,13476,False
720,GHS,1992-08-12,4351,5481,6172,18168,True
721,UGX,1972-10-18,6619,11878,7478,14138,False
722,GYD,1986-10-26,8610,15166,17327,6134,False
723,CAD,2008-04-15,6356,6416,10377,19302,False
724,ETB,1992-09-08,428,3838,14533,12261,False
725,NPR,2023-01-09,14378,15048,18923,15069,True
726,UYU,1980-09-12,18317,15262,9378,19317,True
727,UAH,1995-05-16,19453,12147,4402,9158,True
728,BTN,1999-02-25,453,10408,5200,7782,False
729,SLL,2006-10-02,16338,10199,5190,23762,False
730,BBD,2007-06-23,23107,19714,2624,6377,False
731,SAR,2014-11-25,13454,19334,11790,18231,True
732,ILS,1989-11-07,3125,20410,14227,12741,False
733,HKD,1976-04-06,9597,13510,13819,20274,True
734,MAD,1972-06-17,21720,15512,15851,19703,True
735,TMT,2012-08-25,7637,6021,8531,18004,False
736,NGN,1978-01-19,18099,6274,12486,18608,True
737,JMD,1991-04-04,19820,10127,6706,11857,True
738,SYP,2006-12-30,1198,19955,21616,6045,True
739,AUD,1993-04-23,21408,12984,12634,15697,True
740,WST,2008-02-21,8409,23293,1834,16932,True
741,MNT,1978-02-26,9944,18924,3322,3009,True
742,DZD,2018-10-15,9059,6420,2378,20006,True
743,VUV,1971-02-05,19178,19473,20158,350,False
744,GBP,1971-05-06,19464,19356,11324,3537,True
745,SAR,1970-08-31,1329,12013,9328,12148,False
746,PEN,2016-04-16,1884,19548,20125,9547,True
747,FKP,1997-12-30,4339,6682,1772,16828,False
748,MRO,2017-06-24,14028,17518,12980,21444,True
749,HNL,1998-05-14,17435,9665,14215,9229,False
750,LAK,2005-03-18,12423,2463,2232,3942,False
751,PEN,2008-06-04,19757,2027,12786,939,False
752,GTQ,1972-05-14,6811,17836,6546,1358,True
753,FKP,2001-12-16,21573,17817,23626,3164,False
754,KYD,1983-12-09,13714,19575,21218,23443,True
755,AZN,2010-11-19,19588,3905,19364,13778,False
756,LRD,1982-08-08,1110,17548,22836,22739,False
757,IQD,2003-07-21,17011,13074,7605,16421,True
758,TWD,1996-06-30,3835,13637,16366,20135,True
759,TWD,1986-06-04,21000,22283,23317,12173,False
760,MNT,2004-09-17,21710,18208,99,14555,False
761,MAD,1976-05-28,14879,8268,14771,20542,True
762,PGK,2020-07-15,23336,2989,12751,8663,True
763,BZD,1980-08-28,3149,22659,12111,5087,False
764,FJD,1973-02-15,14804,6554,5746,11540,True
765,GEL,1988-06-29,21682,6222,8902,3523,True
766,PLN,1972-06-16,21755,13301,18283,2322,True
767,MUR,2000-09-17,568,9260,7415,755,True
768,BOB,2009-08-11,635,16447,20128,13462,True
769,ETB,2002-01-20,1193,11022,16009,19767,False
770,JPY,2005-12-29,15959,13847,5911,13991,False
771,ZMW,1985-08-31,11269,16620,2547,8857,True
772,SRD,2009-01-18,17351,12016,19074,10442,True
773,SHP,1981-07-23,6042,6131,4724,18378,True
774,CDF,1974-07-04,20048,13011,14650,19597,False
775,KYD,1970-09-25,10756,4038,18989,15335,False
776,ZAR,1984-04-07,10079,11901,2708,13594,True
777,LYD,1993-03-14,11258,18570,19645,9069,True
778,NIS,2013-12-14,5341,20817,14779,6816,False
779,MGA,2005-09-16,16873,17069,2811,10728,True
780,PYG,2014-08-22,1743,21834,9194,18889,True
781,MKD,1999-08-31,17308,12890,4716,3108,False
782,SCR,1997-09-01,17383,13871,3186,12078,True
783,KGS,1976-12-31,18193,20398,1277,22289,True
784,IMP,1989-02-04,4501,19095,4091,13392,False
785,NAD,2009-04-30,4087,9576,3300,11296,False
786,RON,1987-12-18,8685,20312,7138,7477,True
787,AFN,2002-03-11,19254,12462,3107,13101,False
788,TOP,2005-01-07,1998,16067,230,17925,True
789,CLP,1982-02-07,3800,330,3282,5842,False
790,TTD,2005-04-08,3803,6051,20339,18089,False
791,CRC,1992-04-17,20635,14383,6715,22189,True
792,NOK,1975-05-16,16312,1352,21976,19113,True
793,TJS,2020-12-03,13191,19640,11582,1331,True
794,UZS,1973-12-18,8863,13384,23483,11868,True
795,XCD,2011-01-15,10155,15867,22854,13169,True
796,ERN,2001-12-08,19357,16088,10354,16743,True
797,HNL,1982-09-28,6637,4547,17303,21178,True
798,MNT,1994-07-01,7389,16769,14189,21903,False
799,VND,2020-05-11,17746,3011,102,19370,False
800,KWD,2002-02-10,11233,1999,6336,11879,False
801,EGP,2011-10-28,3003,14319,14987,18170,False
802,TJS,1975-01-29,9645,23550,18048,2756,True
803,DKK,1983-12-10,11354,5247,5055,22607,False
804,ILS,2011-01-15,6345,9616,9482,4371,True
805,CLP,1970-09-25,2258,20432,22899,5470,True
806,IRR,1980-03-24,18840,16441,20595,231,False
807,BTN,1987-07-21,9722,3576,9930,2245,False
808,MRO,1991-04-06,17020,12176,22897,22378,True
809,CAD,1988-11-19,4870,2662,6586,17500,True
810,KYD,1990-07-31,11518,8071,20543,2568,True
811,BTN,1974-03-20,6256,7643,13933,16006,False
812,BWP,2004-10-15,15722,21306,5811,3981,True
813,NAD,2006-10-19,622,20247,22673,597,True
814,CAD,1994-02-16,14426,14635,10647,18551,True
815,VND,2021-08-13,16673,11711,9564,17945,True
816,CRC,2007-10-28,11041,13312,19524,15295,False
817,COP,2012-07-21,13224,23077,18204,15773,True
818,SOS,1982-10-21,21400,465,21106,4908,True
819,BND,1989-09-30,17747,19467,5601,11935,True
820,VUV,1979-03-17,13803,15881,5555,18222,False
821,SVC,2023-02-14,9343,22375,13354,16903,True
822,DZD,2007-04-01,5601,124,6166,23190,True
823,BGN,1981-02-13,14142,1530,19796,10687,True
824,ALL,1989-12-19,4424,12598,20642,2581,True
825,MMK,1996-12-22,16529,2234,15748,6334,True
826,BBD,1998-12-09,6849,6443,8523,21941,False
827,BGN,1999-08-03,17182,18946,12111,21521,True
828,BHD,1995-04-10,19140,7777,22375,12048,False
829,LSL,1999-06-04,12828,22667,11482,21897,True
830,JEP,2020-10-14,19872,5879,18135,9094,True
831,ILS,1998-09-23,10662,3553,19373,1203,True
832,BWP,1971-01-31,7327,13306,6,22321,False
833,IQD,1973-12-06,17262,16825,18155,331,True
834,IQD,1992-03-16,6858,4989,23057,12356,False
835,VEF,2018-02-15,12378,15253,22790,17098,False
836,XDR,1985-07-11,23084,23631,7141,4261,False
837,SRD,2000-06-06,2901,1043,12491,3903,False
838,MYR,2017-06-23,6742,18224,265,6028,False
839,KHR,2021-05-30,19264,6230,19693,15401,True
840,HNL,2002-05-17,19776,8416,868,16897,True
841,COP,1995-11-15,681,1264,15885,8754,True
842,KES,1988-02-21,15778,5782,20067,22280,True
843,LRD,1993-10-15,6938,22495,12890,12998,False
844,CNY,2012-09-25,23242,9863,20771,13460,True
845,EGP,2018-10-30,19336,12011,3272,10448,True
846,BHD,2011-08-26,23363,15402,19332,5351,False
847,SCR,1989-12-12,13311,10304,12277,16946,False
848,NGN,1989-06-19,2276,10218,16475,21180,True
849,EGP,2023-03-06,9509,16148,3933,17828,True
850,YER,1982-01-02,15961,12075,14963,5746,True
851,TTD,1977-06-16,8398,5535,8677,21655,False
852,XAF,1974-05-21,389,886,22055,4810,False
853,PHP,1977-07-16,10413,4481,4109,17516,True
854,BAM,1984-08-27,15073,16414,9674,2357,False
855,OMR,2011-12-12,6040,7870,5759,22016,True
856,IDR,1991-01-28,14844,633,11189,17406,True
857,MVR,2002-02-02,20727,9452,18628,16048,True
858,KYD,2009-12-31,17862,11422,18149,1838,False
859,ISK,2010-01-17,960,20342,14588,3835,True
860,SGD,2006-06-03,4810,15402,5030,5249,True
861,UGX,1977-11-08,18837,3924,2627,2031,True
862,TVD,1983-03-25,11017,1366,12016,23939,True
863,SDG,1974-01-14,10567,15864,709,19380,False
864,JPY,1979-03-05,13621,13377,20592,5970,True
865,PLN,1975-03-17,7958,19202,19770,12644,True
866,RUB,2021-05-05,8052,23219,8185,1313,True
867,BSD,1992-04-15,13606,19510,14312,16340,False
868,COP,2001-04-22,22915,9032,8111,6961,True
869,NAD,1987-11-23,9374,3083,16240,1078,True
870,PYG,1977-06-23,143,18728,17412,22188,True
871,CUP,2020-03-23,13578,2931,7407,16737,True
872,AUD,1971-07-31,8194,13973,5620,2048,True
873,JMD,1988-05-18,8727,22840,20170,20027,True
874,MWK,1995-10-24,12251,8351,14718,18194,True
875,TVD,1972-01-21,6517,5533,23460,1401,True
876,AED,2015-09-22,9270,17456,3954,8801,True
877,LAK,2017-10-15,2903,1645,10424,711,False
878,MXN,2008-10-07,10659,12192,173,12630,True
879,BBD,1974-01-20,18597,2174,14540,7996,True
880,QAR,1981-11-01,14903,3451,16054,11793,True
881,MXN,2022-06-14,11224,19517,10541,21261,True
882,GTQ,1973-02-07,18942,15725,23060,15778,True
883,BSD,1993-10-21,8042,5631,19122,11969,False
884,PAB,2002-09-14,9800,10408,21736,16290,False
885,BWP,1980-01-05,22627,14537,10910,7690,True
886,ANG,1989-09-29,1986,10112,17719,17368,True
887,AUD,2007-06-05,17217,681,1889,7864,True
888,HTG,1987-08-31,2626,5143,8692,14142,True
889,GYD,2020-05-26,23818,238,23309,22811,False
890,GMD,1983-05-03,22047,22711,9248,15030,False
891,NIO,1999-07-06,11140,5736,21114,1610,False
892,MYR,1996-01-16,2613,9380,1689,15279,True
893,ETB,2009-09-27,2476,1761,15622,6367,True
894,ZAR,1989-04-18,14074,22373,20196,3837,True
895,MOP,2013-10-13,19776,13950,14896,13530,True
896,MXN,1993-05-06,2706,16558,7797,3607,False
897,INR,1993-01-11,6093,374,21947,4231,True
898,FJD,1995-05-30,2180,3861,10429,20907,True
899,UGX,2016-01-21,19050,22670,16155,3535,True
900,PKR,2014-01-13,2579,20585,18118,9679,False
901,VEF,2008-10-15,4207,15637,3623,14577,False
902,LYD,2007-12-31,15195,20916,20545,2757,True
903,THB,1981-02-09,8518,503,18790,16246,True
904,INR,2022-10-14,2485,5829,6196,19173,False
905,TVD,1970-09-06,22921,21327,19227,17585,True
906,GBP,2007-05-10,16232,15292,12515,7001,True
907,AFN,2019-10-12,18502,3860,11772,18303,True
908,DJF,1998-01-26,21434,13024,9345,10512,True
909,FJD,2009-09-20,17897,13630,2787,4134,True
910,ETB,1985-01-24,7991,20524,5838,417,True
911,IDR,1984-06-14,16373,4114,10096,8695,True
912,EUR,1973-09-21,18357,12313,15122,8400,False
913,KZT,2016-01-21,22010,16762,7601,12922,False
914,KRW,1989-09-15,22133,23358,16567,23603,True
915,NPR,1988-12-31,16844,10212,6664,3203,True
916,XDR,2005-11-08,11786,22202,7732,521,False
917,SRD,1996-05-06,6218,22266,1508,8551,True
918,BHD,1978-11-19,16493,4874,7164,17471,True
919,PKR,1975-01-02,5208,9344,17948,23355,True
920,WST,2000-02-04,6820,15004,23781,8700,False
921,QAR,1971-01-29,16808,12120,19620,9020,False
922,AMD,1987-04-10,3873,5840,20364,7295,True
923,SEK,2006-07-14,9073,16159,2098,488,True
924,DOP,2005-08-27,3732,17547,4238,11947,True
925,ISK,2016-12-18,16202,20731,15131,6822,False
926,ZAR,1998-05-02,5091,7440,5889,13662,True
927,TRY,1976-11-12,14625,3817,10297,1047,False
928,TRY,1972-09-09,20054,14254,9808,11452,False
929,ILS,1970-03-22,20509,2703,76,6881,True
930,TRY,2022-09-03,20260,16006,19068,22794,True
931,TVD,1982-08-18,2350,2644,17297,11759,False
932,BWP,1990-11-29,16757,12629,17947,4330,True
933,ZAR,1970-02-19,6528,17598,22483,16939,True
934,UGX,2003-03-17,1765,21527,19705,5162,True
935,NIO,1977-12-26,10812,22957,20499,17451,True
936,DZD,1999-03-06,20076,8829,21723,17924,False
937,AED,1997-02-08,7499,21612,9165,8619,False
938,HKD,2020-10-23,16992,5519,9513,22529,False
939,EUR,2023-06-20,1973,10890,8437,3800,True
940,XPF,1997-01-28,2166,20239,21842,5869,True
941,JEP,1977-03-10,7457,15965,10667,17319,True
942,UZS,1989-03-05,10697,18330,16715,19120,False
943,CAD,1977-03-30,18413,222,18498,5827,True
944,MKD,1989-06-28,1584,8466,7041,13664,True
945,QAR,1972-04-24,1292,10060,10713,13434,False
946,EGP,1983-02-05,4106,6842,8862,22071,True
947,NIO,1983-10-17,8811,3957,14927,12125,True
948,FJD,1974-09-18,3622,16857,18959,10925,True
949,BDT,2004-11-05,19004,9649,11833,6834,True
950,INR,2007-06-06,20766,4460,8987,7106,True
951,BOB,1984-06-18,17219,20944,21451,14746,False
952,AFN,2019-06-30,4375,13688,10563,4251,True
953,TVD,1972-08-02,8128,15369,2204,10585,True
954,ALL,2005-04-04,17927,13688,9602,21995,False
955,QAR,1979-10-30,15491,17884,3605,19686,True
956,BAM,1970-12-29,11692,21416,4891,17503,True
957,CHF,1975-04-22,13187,496,10002,6897,True
958,AFN,1998-04-14,21074,10836,17068,2075,True
959,WST,1987-08-04,1923,20365,10873,19834,True
960,TWD,2021-03-17,8745,10993,16993,13492,True
961,NGN,2010-05-04,260,9548,13632,20198,False
962,GEL,2011-07-09,11645,17414,16915,14559,True
963,SEK,2017-07-07,5035,19634,13153,6713,True
964,SHP,1998-11-08,23358,17870,19729,11388,True
965,BMD,1983-09-24,4444,23871,3517,3497,True
966,GBP,1992-03-21,19739,20106,2274,11482,False
967,JMD,1997-01-12,14188,22252,14113,11212,True
968,AWG,2014-12-07,9332,18270,862,11185,True
969,DKK,1980-06-14,14595,10743,7361,12301,True
